Crime ID,Date,Time,City,Location,Latitude,Longitude,Crime Type,Number of Crimes,Number of Arrests,Arrest Made,Severity
C1715,2025-05-20,20:25,Dallas,Erica Course,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium
C1716,2025-03-19,13:10,Little Rock,Caldwell Dale,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1717,2025-02-11,08:49,Little Rock,Fox Views,34.7465,-92.2896,Vandalism,1,0,No Arrest,Low
C1718,2024-01-10,04:09,Houston,Lee Squares,29.7604,-95.3698,Robbery,1,1,Arrest Made,High
C1719,2025-04-10,09:02,Little Rock,Lee Bridge,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1720,2025-03-01,18:43,Houston,Donna Plain,29.7604,-95.3698,Robbery,1,0,No Arrest,High
C1721,2024-09-04,20:18,Tulsa,Simpson Parkway,36.15398,-95.99277,Fraud,1,0,No Arrest,Medium
C1722,2024-02-24,10:08,San Antonio,Green Knolls,29.4241,-98.4936,Robbery,1,0,No Arrest,High
C1723,2024-07-13,11:50,Little Rock,Catherine Dale,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1724,2023-11-04,08:53,Tulsa,Martinez Green,36.15398,-95.99277,Burglary,1,2,Arrest Made,Medium
C1725,2024-01-17,10:59,Dallas,Anderson Motorway,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium
C1726,2025-05-20,08:13,Tulsa,Juarez Village,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low
C1727,2024-07-26,13:45,Oklahoma City,Anthony Street,35.4676,-97.5164,Robbery,1,1,Arrest Made,High
C1728,2025-01-09,10:22,Houston,Martin Greens,29.7604,-95.3698,Fraud,1,1,Arrest Made,Medium
C1729,2023-10-02,07:32,Little Rock,Mccoy Islands,34.7465,-92.2896,Vandalism,1,1,Arrest Made,Low
C1730,2024-05-24,00:33,Dallas,Nelson Trace,32.7767,-96.797,Drug Offense,1,1,Arrest Made,Medium
C1731,2025-03-10,20:30,Austin,Kelsey Club,30.2672,-97.7431,Homicide,1,1,Arrest Made,High
C1732,2024-11-08,05:24,Tulsa,Smith Mews,36.15398,-95.99277,Theft,1,2,Arrest Made,Low
C1733,2024-02-12,22:42,Oklahoma City,King Knoll,35.4676,-97.5164,Assault,1,2,Arrest Made,Medium
C1734,2024-12-13,21:08,Little Rock,Herring Islands,34.7465,-92.2896,Theft,1,2,Arrest Made,Low
C1735,2025-05-12,05:01,Tulsa,Nathan Forest,36.15398,-95.99277,Theft,1,1,Arrest Made,Low
C1736,2024-08-24,17:22,Houston,Larry Villages,29.7604,-95.3698,Robbery,1,1,Arrest Made,High
C1737,2024-04-15,10:21,Houston,Erin Roads,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1738,2025-01-08,07:35,Houston,Sandra Tunnel,29.7604,-95.3698,Drug Offense,1,2,Arrest Made,Medium
C1739,2023-08-09,02:23,Little Rock,Costa Fork,34.7465,-92.2896,Theft,1,0,No Arrest,Low
C1740,2025-02-20,03:45,Little Rock,Stephanie Fall,34.7465,-92.2896,Fraud,1,1,Arrest Made,Medium
C1741,2024-10-12,16:29,Kansas City,Walker Springs,39.0997,-94.5786,Fraud,1,0,No Arrest,Medium
C1742,2024-03-11,05:16,Tulsa,Antonio Mill,36.15398,-95.99277,Fraud,1,1,Arrest Made,Medium
C1743,2023-08-20,02:11,Kansas City,Townsend Stravenue,39.0997,-94.5786,Drug Offense,1,0,No Arrest,Medium
C1744,2024-11-11,11:00,Little Rock,Jessica Groves,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1745,2024-11-29,04:16,Little Rock,Brenda Valleys,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1746,2025-04-22,20:25,Little Rock,Eddie Terrace,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1747,2024-09-14,01:07,Houston,Terry Walk,29.7604,-95.3698,Drug Offense,1,0,No Arrest,Medium
C1748,2025-04-04,15:41,Little Rock,Amanda Squares,34.7465,-92.2896,Assault,1,0,No Arrest,Medium
C1749,2023-12-13,04:20,Austin,Washington Spur,30.2672,-97.7431,Robbery,1,1,Arrest Made,High
C1750,2024-09-12,01:22,Tulsa,Laura Isle,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low
C1751,2025-05-01,13:57,San Antonio,Beth Pike,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1752,2025-05-16,11:00,Kansas City,Melinda Place,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium
C1753,2024-09-17,00:52,Dallas,Carrie Prairie,32.7767,-96.797,Drug Offense,1,1,Arrest Made,Medium
C1754,2024-12-07,07:14,Houston,Devin Island,29.7604,-95.3698,Theft,1,0,No Arrest,Low
C1755,2025-02-22,18:36,Dallas,Bruce Stream,32.7767,-96.797,Robbery,1,2,Arrest Made,High
C1756,2025-04-16,12:19,Tulsa,Scott Fall,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1757,2024-07-11,20:34,Oklahoma City,Robert Field,35.4676,-97.5164,Theft,1,0,No Arrest,Low
C1758,2024-05-03,06:35,Dallas,Jackson Meadows,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium
C1759,2023-09-19,12:16,Oklahoma City,Brown Freeway,35.4676,-97.5164,Vandalism,1,1,Arrest Made,Low
C1760,2023-08-04,00:28,Austin,Baker Key,30.2672,-97.7431,Vandalism,1,2,Arrest Made,Low
C1761,2025-01-26,11:44,Austin,George Harbor,30.2672,-97.7431,Vandalism,1,0,No Arrest,Low
C1762,2023-08-08,15:29,San Antonio,Hernandez Squares,29.4241,-98.4936,Vandalism,1,0,No Arrest,Low
C1763,2024-01-02,18:21,Oklahoma City,Catherine Heights,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low
C1764,2023-07-30,14:35,Tulsa,Crane Well,36.15398,-95.99277,Assault,1,0,No Arrest,Medium
C1765,2024-07-08,22:53,Dallas,Villa Camp,32.7767,-96.797,Drug Offense,1,2,Arrest Made,Medium
C1766,2023-07-26,09:40,San Antonio,Robinson Well,29.4241,-98.4936,Theft,1,1,Arrest Made,Low
C1767,2025-02-08,12:44,San Antonio,Nicolas Parkways,29.4241,-98.4936,Fraud,1,0,No Arrest,Medium
C1768,2023-10-19,12:52,Kansas City,Heather Brooks,39.0997,-94.5786,Robbery,1,1,Arrest Made,High
C1769,2024-08-15,18:17,Oklahoma City,Robert Extension,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1770,2024-05-21,01:17,Tulsa,Sheila Valleys,36.15398,-95.99277,Robbery,1,2,Arrest Made,High
C1771,2024-02-02,09:39,Oklahoma City,Bridges Parkway,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1772,2024-07-18,19:52,San Antonio,Emily Loop,29.4241,-98.4936,Assault,1,0,No Arrest,Medium
C1773,2025-06-06,14:36,Houston,Hall Center,29.7604,-95.3698,Robbery,1,2,Arrest Made,High
C1774,2024-06-09,07:52,Little Rock,Gray Fall,34.7465,-92.2896,Theft,1,1,Arrest Made,Low
C1775,2025-03-02,07:22,Kansas City,Smith Street,39.0997,-94.5786,Theft,1,0,No Arrest,Low
C1776,2024-08-04,18:24,Tulsa,Townsend Burgs,36.15398,-95.99277,Robbery,1,0,No Arrest,High
C1777,2023-10-23,19:19,San Antonio,Jennifer Squares,29.4241,-98.4936,Assault,1,1,Arrest Made,Medium
C1778,2024-10-04,08:57,Houston,Brandon Isle,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium
C1779,2024-05-11,20:53,Austin,Gonzalez Gateway,30.2672,-97.7431,Fraud,1,1,Arrest Made,Medium
C1780,2023-12-28,10:34,Houston,Williams Row,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1781,2024-03-22,11:48,Oklahoma City,Elizabeth Meadows,35.4676,-97.5164,Fraud,1,0,No Arrest,Medium
C1782,2023-09-25,04:52,Dallas,Greene Ranch,32.7767,-96.797,Drug Offense,1,0,No Arrest,Medium
C1783,2024-08-14,15:54,Kansas City,Casey Valleys,39.0997,-94.5786,Homicide,1,1,Arrest Made,High
C1784,2024-12-18,02:56,Austin,Hoffman Turnpike,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium
C1785,2024-06-27,09:14,Tulsa,Garcia Summit,36.15398,-95.99277,Fraud,1,1,Arrest Made,Medium
C1786,2024-06-23,14:35,San Antonio,Washington Hill,29.4241,-98.4936,Drug Offense,1,1,Arrest Made,Medium
C1787,2025-03-14,22:06,Little Rock,Cristian Views,34.7465,-92.2896,Vandalism,1,2,Arrest Made,Low
C1788,2025-02-17,22:55,San Antonio,Angel Center,29.4241,-98.4936,Burglary,1,2,Arrest Made,Medium
C1789,2024-07-19,02:03,Kansas City,Phelps Isle,39.0997,-94.5786,Vandalism,1,0,No Arrest,Low
C1790,2025-02-14,03:54,San Antonio,Patricia Ports,29.4241,-98.4936,Fraud,1,0,No Arrest,Medium
C1791,2024-09-02,16:45,San Antonio,Courtney Crossing,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1792,2024-05-27,23:55,Little Rock,Murray Ferry,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1793,2024-02-17,23:27,Oklahoma City,Thomas Roads,35.4676,-97.5164,Fraud,1,2,Arrest Made,Medium
C1794,2024-07-06,00:51,Dallas,Harrison Street,32.7767,-96.797,Vandalism,1,0,No Arrest,Low
C1795,2024-06-14,08:48,Houston,Roger Valley,29.7604,-95.3698,Vandalism,1,0,No Arrest,Low
C1796,2024-02-24,08:04,Oklahoma City,Joshua Stravenue,35.4676,-97.5164,Assault,1,0,No Arrest,Medium
C1797,2023-12-30,12:39,Little Rock,Mark Harbors,34.7465,-92.2896,Theft,1,1,Arrest Made,Low
C1798,2025-01-28,09:58,San Antonio,Jennifer Walks,29.4241,-98.4936,Drug Offense,1,0,No Arrest,Medium
C1799,2025-01-28,01:11,Austin,Roberts Ferry,30.2672,-97.7431,Homicide,1,1,Arrest Made,High
C1800,2024-11-07,16:16,Kansas City,Ellen Run,39.0997,-94.5786,Robbery,1,0,No Arrest,High
C1801,2025-03-04,06:31,Little Rock,Jose Mission,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1802,2023-10-05,21:22,Dallas,Sanders Hill,32.7767,-96.797,Theft,1,1,Arrest Made,Low
C1803,2024-02-16,18:55,Houston,Martinez Way,29.7604,-95.3698,Theft,1,1,Arrest Made,Low
C1804,2023-08-01,09:42,Oklahoma City,Knight Haven,35.4676,-97.5164,Theft,1,2,Arrest Made,Low
C1805,2024-09-09,20:23,Dallas,Baldwin Mill,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1806,2023-12-25,05:05,Tulsa,Fowler Grove,36.15398,-95.99277,Vandalism,1,0,No Arrest,Low
C1807,2025-02-22,19:31,Austin,Johnson Crest,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low
C1808,2025-01-01,04:12,Tulsa,Harris Skyway,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1809,2025-05-01,12:14,Dallas,Jill Hills,32.7767,-96.797,Drug Offense,1,0,No Arrest,Medium
C1810,2025-02-19,21:28,Houston,James Square,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1811,2025-02-09,17:45,Tulsa,Stephanie Points,36.15398,-95.99277,Assault,1,0,No Arrest,Medium
C1812,2024-04-11,08:17,Austin,Jennifer Station,30.2672,-97.7431,Assault,1,0,No Arrest,Medium
C1813,2024-10-21,08:57,Austin,Connie Harbor,30.2672,-97.7431,Vandalism,1,2,Arrest Made,Low
C1814,2023-08-24,23:09,Austin,Mejia Roads,30.2672,-97.7431,Robbery,1,0,No Arrest,High
C1815,2024-09-19,19:47,San Antonio,Hammond Brooks,29.4241,-98.4936,Theft,1,1,Arrest Made,Low
C1816,2023-09-23,19:04,Tulsa,Singleton Bypass,36.15398,-95.99277,Robbery,1,2,Arrest Made,High
C1817,2024-06-09,05:49,Little Rock,Danny Road,34.7465,-92.2896,Robbery,1,2,Arrest Made,High
C1818,2023-11-29,11:16,Tulsa,Burgess Corner,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1819,2025-06-05,15:04,Little Rock,Walsh Coves,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1820,2024-06-21,23:53,Dallas,David Manor,32.7767,-96.797,Assault,1,2,Arrest Made,Medium
C1821,2024-08-15,10:33,Tulsa,Thomas Drive,36.15398,-95.99277,Assault,1,1,Arrest Made,Medium
C1822,2024-03-08,06:50,Austin,Scott Cape,30.2672,-97.7431,Robbery,1,0,No Arrest,High
C1823,2024-04-13,19:56,Little Rock,Michael Road,34.7465,-92.2896,Fraud,1,2,Arrest Made,Medium
C1824,2023-11-20,12:23,Tulsa,Hopkins Pass,36.15398,-95.99277,Assault,1,0,No Arrest,Medium
C1825,2025-02-03,18:58,Kansas City,Robert Path,39.0997,-94.5786,Fraud,1,1,Arrest Made,Medium
C1826,2024-05-12,12:11,San Antonio,Janet Squares,29.4241,-98.4936,Vandalism,1,2,Arrest Made,Low
C1827,2024-11-27,02:19,Houston,Robert Corner,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium
C1828,2023-12-19,00:51,Kansas City,Miranda Corners,39.0997,-94.5786,Assault,1,1,Arrest Made,Medium
C1829,2023-12-08,07:37,Dallas,Jerry Stream,32.7767,-96.797,Theft,1,0,No Arrest,Low
C1830,2024-04-19,20:01,Oklahoma City,Jason Keys,35.4676,-97.5164,Robbery,1,2,Arrest Made,High
C1831,2023-12-05,20:19,Austin,Navarro Spurs,30.2672,-97.7431,Fraud,1,0,No Arrest,Medium
C1832,2023-07-05,14:01,San Antonio,Garcia Springs,29.4241,-98.4936,Homicide,1,1,Arrest Made,High
C1833,2024-02-11,05:11,Houston,Jonathan Fields,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1834,2023-06-25,13:48,Oklahoma City,Graham Fall,35.4676,-97.5164,Homicide,1,1,Arrest Made,High
C1835,2023-11-28,21:14,San Antonio,Thornton Ford,29.4241,-98.4936,Assault,1,2,Arrest Made,Medium
C1836,2023-08-28,11:49,San Antonio,Hall Summit,29.4241,-98.4936,Robbery,1,2,Arrest Made,High
C1837,2025-02-12,07:37,Dallas,Valerie Shoal,32.7767,-96.797,Fraud,1,1,Arrest Made,Medium
C1838,2024-12-18,03:37,Tulsa,Matthews Squares,36.15398,-95.99277,Robbery,1,2,Arrest Made,High
C1839,2025-04-04,19:49,Austin,Ryan Stravenue,30.2672,-97.7431,Robbery,1,0,No Arrest,High
C1840,2024-07-29,23:11,San Antonio,Zamora Junction,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low
C1841,2023-08-12,19:52,Houston,Reid Points,29.7604,-95.3698,Vandalism,1,2,Arrest Made,Low
C1842,2023-08-15,18:57,Kansas City,Tyler Place,39.0997,-94.5786,Theft,1,2,Arrest Made,Low
C1843,2024-03-04,12:05,Little Rock,Howe Ports,34.7465,-92.2896,Theft,1,0,No Arrest,Low
C1844,2024-07-10,22:23,Austin,Carlson Summit,30.2672,-97.7431,Vandalism,1,1,Arrest Made,Low
C1845,2023-07-17,16:55,Houston,Veronica Highway,29.7604,-95.3698,Theft,1,0,No Arrest,Low
C1846,2024-12-15,14:13,Austin,Roger Trail,30.2672,-97.7431,Burglary,1,2,Arrest Made,Medium
C1847,2025-03-17,07:20,San Antonio,Brianna Crossroad,29.4241,-98.4936,Drug Offense,1,2,Arrest Made,Medium
C1848,2024-01-26,03:56,Houston,Mercer Mall,29.7604,-95.3698,Theft,1,1,Arrest Made,Low
C1849,2024-06-05,20:40,Oklahoma City,Moreno Common,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low
C1850,2024-11-06,11:40,Tulsa,Veronica Squares,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1851,2024-07-09,19:39,San Antonio,Tammy Park,29.4241,-98.4936,Theft,1,2,Arrest Made,Low
C1852,2023-07-11,04:42,Little Rock,Garcia Orchard,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1853,2024-01-09,04:58,Houston,Steven Shoals,29.7604,-95.3698,Fraud,1,2,Arrest Made,Medium
C1854,2024-12-11,06:06,Kansas City,Kevin Light,39.0997,-94.5786,Assault,1,0,No Arrest,Medium
C1855,2023-10-02,05:07,Houston,Matthew Lock,29.7604,-95.3698,Homicide,1,1,Arrest Made,High
C1856,2024-10-04,01:44,Tulsa,Summers Dam,36.15398,-95.99277,Robbery,1,1,Arrest Made,High
C1857,2024-06-19,14:48,Tulsa,Cynthia Hollow,36.15398,-95.99277,Theft,1,0,No Arrest,Low
C1858,2024-10-10,02:16,Oklahoma City,Harmon Fields,35.4676,-97.5164,Burglary,1,1,Arrest Made,Medium
C1859,2024-10-05,03:53,San Antonio,Chambers Station,29.4241,-98.4936,Assault,1,2,Arrest Made,Medium
C1860,2023-09-30,00:39,Dallas,Wright Plaza,32.7767,-96.797,Vandalism,1,0,No Arrest,Low
C1861,2024-08-27,14:42,Dallas,Mcdonald Fields,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1862,2024-04-03,23:49,Dallas,Ruth Harbor,32.7767,-96.797,Burglary,1,2,Arrest Made,Medium
C1863,2025-06-05,20:54,Austin,Erin Manor,30.2672,-97.7431,Theft,1,0,No Arrest,Low
C1864,2025-03-01,00:17,Dallas,William Walk,32.7767,-96.797,Drug Offense,1,2,Arrest Made,Medium
C1865,2024-12-02,03:29,Tulsa,Christopher Skyway,36.15398,-95.99277,Robbery,1,2,Arrest Made,High
C1866,2023-09-17,00:11,Dallas,Cox Freeway,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1867,2023-11-08,07:36,Austin,Moon Rest,30.2672,-97.7431,Drug Offense,1,0,No Arrest,Medium
C1868,2023-09-03,09:14,Tulsa,Allen Way,36.15398,-95.99277,Homicide,1,1,Arrest Made,High
C1869,2024-01-16,16:50,Tulsa,Haynes Harbor,36.15398,-95.99277,Robbery,1,0,No Arrest,High
C1870,2024-07-10,10:24,Kansas City,Ray Highway,39.0997,-94.5786,Robbery,1,0,No Arrest,High
C1871,2024-12-19,18:40,Dallas,Peter Pine,32.7767,-96.797,Vandalism,1,0,No Arrest,Low
C1872,2023-11-25,21:28,Little Rock,Steve Hollow,34.7465,-92.2896,Robbery,1,0,No Arrest,High
C1873,2024-06-10,06:12,Little Rock,Amber Forges,34.7465,-92.2896,Fraud,1,1,Arrest Made,Medium
C1874,2025-01-27,09:53,San Antonio,Emily Corners,29.4241,-98.4936,Theft,1,0,No Arrest,Low
C1875,2025-05-26,21:48,Kansas City,Pennington Gardens,39.0997,-94.5786,Drug Offense,1,1,Arrest Made,Medium
C1876,2024-11-08,17:18,Oklahoma City,Mills Locks,35.4676,-97.5164,Assault,1,2,Arrest Made,Medium
C1877,2025-06-10,04:16,Little Rock,Allen Port,34.7465,-92.2896,Theft,1,0,No Arrest,Low
C1878,2024-10-05,09:57,Houston,Zimmerman Curve,29.7604,-95.3698,Assault,1,2,Arrest Made,Medium
C1879,2024-09-25,22:20,Kansas City,Gray Centers,39.0997,-94.5786,Robbery,1,1,Arrest Made,High
C1880,2025-04-22,17:04,Oklahoma City,Troy Plain,35.4676,-97.5164,Drug Offense,1,0,No Arrest,Medium
C1881,2025-02-07,03:07,San Antonio,Brown Mill,29.4241,-98.4936,Fraud,1,1,Arrest Made,Medium
C1882,2024-03-04,05:07,Oklahoma City,Stephanie Point,35.4676,-97.5164,Assault,1,1,Arrest Made,Medium
C1883,2024-09-30,01:01,San Antonio,Burch Burg,29.4241,-98.4936,Drug Offense,1,2,Arrest Made,Medium
C1884,2024-11-29,14:55,San Antonio,Church Station,29.4241,-98.4936,Theft,1,1,Arrest Made,Low
C1885,2025-01-20,22:06,San Antonio,Melanie Ferry,29.4241,-98.4936,Drug Offense,1,2,Arrest Made,Medium
C1886,2023-12-24,06:18,Little Rock,Ryan Road,34.7465,-92.2896,Theft,1,1,Arrest Made,Low
C1887,2025-05-01,09:45,Oklahoma City,Robinson Coves,35.4676,-97.5164,Assault,1,2,Arrest Made,Medium
C1888,2024-04-02,15:12,Oklahoma City,Emma Radial,35.4676,-97.5164,Theft,1,0,No Arrest,Low
C1889,2024-11-28,15:32,San Antonio,Chad Cliffs,29.4241,-98.4936,Vandalism,1,2,Arrest Made,Low
C1890,2023-08-29,21:15,Houston,Gomez Meadow,29.7604,-95.3698,Assault,1,0,No Arrest,Medium
C1891,2025-02-06,09:08,Houston,Wade Field,29.7604,-95.3698,Theft,1,1,Arrest Made,Low
C1892,2024-11-23,00:55,Austin,Smith Well,30.2672,-97.7431,Theft,1,2,Arrest Made,Low
C1893,2023-08-30,09:26,San Antonio,Sean Rest,29.4241,-98.4936,Homicide,1,1,Arrest Made,High
C1894,2025-03-08,04:46,Dallas,Chambers Islands,32.7767,-96.797,Burglary,1,1,Arrest Made,Medium
C1895,2025-05-18,10:09,Oklahoma City,Wells Grove,35.4676,-97.5164,Assault,1,0,No Arrest,Medium
C1896,2024-03-26,16:33,Little Rock,Hampton Parks,34.7465,-92.2896,Fraud,1,2,Arrest Made,Medium
C1897,2025-03-03,04:53,Dallas,Jeffrey Estates,32.7767,-96.797,Theft,1,1,Arrest Made,Low
C1898,2024-09-29,17:46,Dallas,Martinez Shoals,32.7767,-96.797,Assault,1,1,Arrest Made,Medium
C1899,2023-11-12,14:55,Little Rock,Craig Drives,34.7465,-92.2896,Drug Offense,1,1,Arrest Made,Medium
C1900,2024-09-30,03:46,San Antonio,Cummings Villages,29.4241,-98.4936,Burglary,1,1,Arrest Made,Medium
C1901,2025-03-17,22:02,Oklahoma City,Cole Stravenue,35.4676,-97.5164,Robbery,1,1,Arrest Made,High
C1902,2024-05-25,12:31,Houston,Jeremy Unions,29.7604,-95.3698,Fraud,1,1,Arrest Made,Medium
C1903,2023-09-07,22:15,San Antonio,Todd Islands,29.4241,-98.4936,Drug Offense,1,0,No Arrest,Medium
C1904,2025-05-11,17:54,Austin,Burns Oval,30.2672,-97.7431,Fraud,1,2,Arrest Made,Medium
C1905,2024-10-17,14:20,San Antonio,Linda Center,29.4241,-98.4936,Theft,1,2,Arrest Made,Low
C1906,2023-09-10,18:28,San Antonio,Desiree Turnpike,29.4241,-98.4936,Vandalism,1,1,Arrest Made,Low
C1907,2025-01-02,16:51,Oklahoma City,Black Greens,35.4676,-97.5164,Fraud,1,1,Arrest Made,Medium
C1908,2024-03-15,03:13,Dallas,Ashley Village,32.7767,-96.797,Robbery,1,0,No Arrest,High
C1909,2023-08-22,07:23,Dallas,Pierce Underpass,32.7767,-96.797,Robbery,1,2,Arrest Made,High
C1910,2024-04-30,01:40,Houston,Johnson Heights,29.7604,-95.3698,Theft,1,2,Arrest Made,Low
C1911,2025-01-09,14:19,Kansas City,Williams Mountain,39.0997,-94.5786,Burglary,1,2,Arrest Made,Medium
C1912,2023-09-12,20:02,Kansas City,Ernest Glen,39.0997,-94.5786,Robbery,1,1,Arrest Made,High
C1913,2024-09-13,10:20,San Antonio,Mitchell Mission,29.4241,-98.4936,Vandalism,1,0,No Arrest,Low
C1914,2025-05-14,21:35,Austin,Joshua Points,30.2672,-97.7431,Theft,1,1,Arrest Made,Low
C1915,2024-01-12,17:19,Tulsa,Mark Roads,36.15398,-95.99277,Vandalism,1,1,Arrest Made,Low
C1916,2023-08-27,17:48,Houston,Banks Ways,29.7604,-95.3698,Assault,1,0,No Arrest,Medium
C1917,2024-09-01,05:59,Oklahoma City,Adams Mission,35.4676,-97.5164,Burglary,1,0,No Arrest,Medium
C1918,2023-10-08,12:54,San Antonio,Martin Extension,29.4241,-98.4936,Robbery,1,1,Arrest Made,High
C1919,2023-12-16,11:16,Oklahoma City,Paul Drive,35.4676,-97.5164,Assault,1,0,No Arrest,Medium
C1920,2025-01-26,07:29,Austin,Daniel Freeway,30.2672,-97.7431,Theft,1,1,Arrest Made,Low
C1921,2024-11-16,06:01,Houston,Cindy Land,29.7604,-95.3698,Assault,1,0,No Arrest,Medium
C1922,2023-07-15,17:17,Austin,Lynch Cliff,30.2672,-97.7431,Drug Offense,1,1,Arrest Made,Medium
C1923,2025-04-19,21:19,Oklahoma City,Anderson Parks,35.4676,-97.5164,Fraud,1,1,Arrest Made,Medium
C1924,2024-06-26,02:39,Dallas,Rojas Road,32.7767,-96.797,Burglary,1,2,Arrest Made,Medium
C1925,2024-01-19,06:15,Tulsa,Rivera Spring,36.15398,-95.99277,Assault,1,2,Arrest Made,Medium
C1926,2024-02-17,01:04,Kansas City,Joshua Isle,39.0997,-94.5786,Fraud,1,2,Arrest Made,Medium
C1927,2024-06-14,16:50,Dallas,Mark Square,32.7767,-96.797,Assault,1,1,Arrest Made,Medium
C1928,2024-06-02,16:17,Little Rock,White Ways,34.7465,-92.2896,Drug Offense,1,0,No Arrest,Medium
C1929,2024-07-01,21:32,Oklahoma City,Howell Motorway,35.4676,-97.5164,Vandalism,1,0,No Arrest,Low
C1930,2023-11-02,07:47,Dallas,Daniel Island,32.7767,-96.797,Vandalism,1,0,No Arrest,Low
C1931,2024-05-22,02:55,Tulsa,Ashley Field,36.15398,-95.99277,Vandalism,1,2,Arrest Made,Low
C1932,2024-06-04,11:36,Little Rock,Karen Dam,34.7465,-92.2896,Fraud,1,1,Arrest Made,Medium
C1933,2024-06-02,14:13,Little Rock,Rowland Inlet,34.7465,-92.2896,Drug Offense,1,1,Arrest Made,Medium
C1934,2024-06-02,11:03,Austin,Mathews Cape,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium
C1935,2025-03-27,02:13,Oklahoma City,Mike Rest,35.4676,-97.5164,Fraud,1,0,No Arrest,Medium
C1936,2024-03-12,04:16,Austin,Sexton Estates,30.2672,-97.7431,Burglary,1,0,No Arrest,Medium
C1937,2023-12-05,22:33,Oklahoma City,Kelly Spurs,35.4676,-97.5164,Theft,1,0,No Arrest,Low
C1938,2023-12-01,04:55,Dallas,Richard Streets,32.7767,-96.797,Vandalism,1,0,No Arrest,Low
C1939,2025-06-04,08:23,Kansas City,Lambert Courts,39.0997,-94.5786,Theft,1,1,Arrest Made,Low
C1940,2024-05-18,22:30,Dallas,Carolyn Hill,32.7767,-96.797,Homicide,1,1,Arrest Made,High
C1941,2025-05-29,12:55,Oklahoma City,Heidi Viaduct,35.4676,-97.5164,Fraud,1,1,Arrest Made,Medium
C1942,2024-02-29,15:53,Kansas City,Serrano Trail,39.0997,-94.5786,Vandalism,1,2,Arrest Made,Low
C1943,2024-07-18,04:00,Austin,Grant Lodge,30.2672,-97.7431,Fraud,1,0,No Arrest,Medium
C1944,2025-05-25,18:38,Tulsa,Schroeder Turnpike,36.15398,-95.99277,Drug Offense,1,1,Arrest Made,Medium
C1945,2023-08-24,11:41,Dallas,Rhonda Well,32.7767,-96.797,Burglary,1,0,No Arrest,Medium
C1946,2023-09-20,08:03,San Antonio,Bradley Stream,29.4241,-98.4936,Homicide,1,1,Arrest Made,High
C1947,2024-03-24,01:44,Little Rock,Laura Lakes,34.7465,-92.2896,Robbery,1,0,No Arrest,High
C1948,2024-07-02,05:37,Little Rock,Hopkins Ferry,34.7465,-92.2896,Homicide,1,1,Arrest Made,High
C1949,2023-09-11,11:49,Oklahoma City,Pope Mountains,35.4676,-97.5164,Burglary,1,0,No Arrest,Medium
C1950,2023-06-13,18:23,Austin,Chad Cliffs,30.2672,-97.7431,Theft,1,1,Arrest Made,Low
C1951,2024-08-19,14:51,Houston,Howell Creek,29.7604,-95.3698,Robbery,1,0,No Arrest,High
C1952,2023-06-21,20:04,Oklahoma City,Jerome Rapid,35.4676,-97.5164,Fraud,1,1,Arrest Made,Medium
C1953,2025-01-06,17:23,Houston,Michael Village,29.7604,-95.3698,Robbery,1,2,Arrest Made,High
