Crime ID,Date,Time,City,Location,Crime Type,Severity,Arrest Made,Number of Arrests,Hour,DOW,TimeBlock,Cluster
C1712,2023-07-11,07:50,Oklahoma City,Dickerson Corners,Homicide,High,Arrest Made,1,7,Tuesday,Morning,1
C1713,2025-04-04,09:22,San Antonio,Danny Burgs,Drug Offense,Medium,Arrest Made,1,9,Friday,Morning,1
C1714,2024-12-25,17:44,Houston,Stephanie Highway,Robbery,High,No Arrest,0,17,Wednesday,Evening,1
C1715,2025-05-20,20:25,Dallas,Erica Course,Burglary,Medium,Arrest Made,1,20,Tuesday,Evening,1
C1716,2025-03-19,13:10,Little Rock,Caldwell Dale,Homicide,High,Arrest Made,1,13,Wednesday,Afternoon,0
C1717,2025-02-11,08:49,Little Rock,Fox Views,Vandalism,Low,No Arrest,0,8,Tuesday,Morning,0
C1718,2024-01-10,04:09,Houston,Lee Squares,Robbery,High,Arrest Made,1,4,Wednesday,Night,1
C1719,2025-04-10,09:02,Little Rock,Lee Bridge,Homicide,High,Arrest Made,1,9,Thursday,Morning,0
C1720,2025-03-01,18:43,Houston,Donna Plain,Robbery,High,No Arrest,0,18,Saturday,Evening,1
C1721,2024-09-04,20:18,Tulsa,Simpson Parkway,Fraud,Medium,No Arrest,0,20,Wednesday,Evening,0
C1722,2024-02-24,10:08,San Antonio,Green Knolls,Robbery,High,No Arrest,0,10,Saturday,Morning,1
C1723,2024-07-13,11:50,Little Rock,Catherine Dale,Drug Offense,Medium,No Arrest,0,11,Saturday,Morning,0
C1724,2023-11-04,08:53,Tulsa,Martinez Green,Burglary,Medium,Arrest Made,2,8,Saturday,Morning,0
C1725,2024-01-17,10:59,Dallas,Anderson Motorway,Burglary,Medium,Arrest Made,1,10,Wednesday,Morning,1
C1726,2025-05-20,08:13,Tulsa,Juarez Village,Vandalism,Low,Arrest Made,1,8,Tuesday,Morning,0
C1727,2024-07-26,13:45,Oklahoma City,Anthony Street,Robbery,High,Arrest Made,1,13,Friday,Afternoon,1
C1728,2025-01-09,10:22,Houston,Martin Greens,Fraud,Medium,Arrest Made,1,10,Thursday,Morning,1
C1729,2023-10-02,07:32,Little Rock,Mccoy Islands,Vandalism,Low,Arrest Made,1,7,Monday,Morning,0
C1730,2024-05-24,00:33,Dallas,Nelson Trace,Drug Offense,Medium,Arrest Made,1,0,Friday,Night,1
C1731,2025-03-10,20:30,Austin,Kelsey Club,Homicide,High,Arrest Made,1,20,Monday,Evening,1
C1732,2024-11-08,05:24,Tulsa,Smith Mews,Theft,Low,Arrest Made,2,5,Friday,Morning,0
C1733,2024-02-12,22:42,Oklahoma City,King Knoll,Assault,Medium,Arrest Made,2,22,Monday,Night,1
C1734,2024-12-13,21:08,Little Rock,Herring Islands,Theft,Low,Arrest Made,2,21,Friday,Night,0
C1735,2025-05-12,05:01,Tulsa,Nathan Forest,Theft,Low,Arrest Made,1,5,Monday,Morning,0
C1736,2024-08-24,17:22,Houston,Larry Villages,Robbery,High,Arrest Made,1,17,Saturday,Evening,1
C1737,2024-04-15,10:21,Houston,Erin Roads,Homicide,High,Arrest Made,1,10,Monday,Morning,1
C1738,2025-01-08,07:35,Houston,Sandra Tunnel,Drug Offense,Medium,Arrest Made,2,7,Wednesday,Morning,1
C1739,2023-08-09,02:23,Little Rock,Costa Fork,Theft,Low,No Arrest,0,2,Wednesday,Night,0
C1740,2025-02-20,03:45,Little Rock,Stephanie Fall,Fraud,Medium,Arrest Made,1,3,Thursday,Night,0
C1741,2024-10-12,16:29,Kansas City,Walker Springs,Fraud,Medium,No Arrest,0,16,Saturday,Afternoon,0
C1742,2024-03-11,05:16,Tulsa,Antonio Mill,Fraud,Medium,Arrest Made,1,5,Monday,Morning,0
C1743,2023-08-20,02:11,Kansas City,Townsend Stravenue,Drug Offense,Medium,No Arrest,0,2,Sunday,Night,0
C1744,2024-11-11,11:00,Little Rock,Jessica Groves,Drug Offense,Medium,No Arrest,0,11,Monday,Morning,0
C1745,2024-11-29,04:16,Little Rock,Brenda Valleys,Homicide,High,Arrest Made,1,4,Friday,Night,0
C1746,2025-04-22,20:25,Little Rock,Eddie Terrace,Homicide,High,Arrest Made,1,20,Tuesday,Evening,0
C1747,2024-09-14,01:07,Houston,Terry Walk,Drug Offense,Medium,No Arrest,0,1,Saturday,Night,1
C1748,2025-04-04,15:41,Little Rock,Amanda Squares,Assault,Medium,No Arrest,0,15,Friday,Afternoon,0
C1749,2023-12-13,04:20,Austin,Washington Spur,Robbery,High,Arrest Made,1,4,Wednesday,Night,1
C1750,2024-09-12,01:22,Tulsa,Laura Isle,Vandalism,Low,Arrest Made,1,1,Thursday,Night,0
C1751,2025-05-01,13:57,San Antonio,Beth Pike,Fraud,Medium,Arrest Made,1,13,Thursday,Afternoon,1
C1752,2025-05-16,11:00,Kansas City,Melinda Place,Burglary,Medium,Arrest Made,2,11,Friday,Morning,0
C1753,2024-09-17,00:52,Dallas,Carrie Prairie,Drug Offense,Medium,Arrest Made,1,0,Tuesday,Night,1
C1754,2024-12-07,07:14,Houston,Devin Island,Theft,Low,No Arrest,0,7,Saturday,Morning,1
C1755,2025-02-22,18:36,Dallas,Bruce Stream,Robbery,High,Arrest Made,2,18,Saturday,Evening,1
C1756,2025-04-16,12:19,Tulsa,Scott Fall,Homicide,High,Arrest Made,1,12,Wednesday,Afternoon,0
C1757,2024-07-11,20:34,Oklahoma City,Robert Field,Theft,Low,No Arrest,0,20,Thursday,Evening,1
C1758,2024-05-03,06:35,Dallas,Jackson Meadows,Burglary,Medium,Arrest Made,1,6,Friday,Morning,1
C1759,2023-09-19,12:16,Oklahoma City,Brown Freeway,Vandalism,Low,Arrest Made,1,12,Tuesday,Afternoon,1
C1760,2023-08-04,00:28,Austin,Baker Key,Vandalism,Low,Arrest Made,2,0,Friday,Night,1
C1761,2025-01-26,11:44,Austin,George Harbor,Vandalism,Low,No Arrest,0,11,Sunday,Morning,1
C1762,2023-08-08,15:29,San Antonio,Hernandez Squares,Vandalism,Low,No Arrest,0,15,Tuesday,Afternoon,1
C1763,2024-01-02,18:21,Oklahoma City,Catherine Heights,Vandalism,Low,No Arrest,0,18,Tuesday,Evening,1
C1764,2023-07-30,14:35,Tulsa,Crane Well,Assault,Medium,No Arrest,0,14,Sunday,Afternoon,0
C1765,2024-07-08,22:53,Dallas,Villa Camp,Drug Offense,Medium,Arrest Made,2,22,Monday,Night,1
C1766,2023-07-26,09:40,San Antonio,Robinson Well,Theft,Low,Arrest Made,1,9,Wednesday,Morning,1
C1767,2025-02-08,12:44,San Antonio,Nicolas Parkways,Fraud,Medium,No Arrest,0,12,Saturday,Afternoon,1
C1768,2023-10-19,12:52,Kansas City,Heather Brooks,Robbery,High,Arrest Made,1,12,Thursday,Afternoon,0
C1769,2024-08-15,18:17,Oklahoma City,Robert Extension,Homicide,High,Arrest Made,1,18,Thursday,Evening,1
C1770,2024-05-21,01:17,Tulsa,Sheila Valleys,Robbery,High,Arrest Made,2,1,Tuesday,Night,0
C1771,2024-02-02,09:39,Oklahoma City,Bridges Parkway,Homicide,High,Arrest Made,1,9,Friday,Morning,1
C1772,2024-07-18,19:52,San Antonio,Emily Loop,Assault,Medium,No Arrest,0,19,Thursday,Evening,1
C1773,2025-06-06,14:36,Houston,Hall Center,Robbery,High,Arrest Made,2,14,Friday,Afternoon,1
C1774,2024-06-09,07:52,Little Rock,Gray Fall,Theft,Low,Arrest Made,1,7,Sunday,Morning,0
C1775,2025-03-02,07:22,Kansas City,Smith Street,Theft,Low,No Arrest,0,7,Sunday,Morning,0
C1776,2024-08-04,18:24,Tulsa,Townsend Burgs,Robbery,High,No Arrest,0,18,Sunday,Evening,0
C1777,2023-10-23,19:19,San Antonio,Jennifer Squares,Assault,Medium,Arrest Made,1,19,Monday,Evening,1
C1778,2024-10-04,08:57,Houston,Brandon Isle,Assault,Medium,Arrest Made,2,8,Friday,Morning,1
C1779,2024-05-11,20:53,Austin,Gonzalez Gateway,Fraud,Medium,Arrest Made,1,20,Saturday,Evening,1
C1780,2023-12-28,10:34,Houston,Williams Row,Homicide,High,Arrest Made,1,10,Thursday,Morning,1
C1781,2024-03-22,11:48,Oklahoma City,Elizabeth Meadows,Fraud,Medium,No Arrest,0,11,Friday,Morning,1
C1782,2023-09-25,04:52,Dallas,Greene Ranch,Drug Offense,Medium,No Arrest,0,4,Monday,Night,1
C1783,2024-08-14,15:54,Kansas City,Casey Valleys,Homicide,High,Arrest Made,1,15,Wednesday,Afternoon,0
C1784,2024-12-18,02:56,Austin,Hoffman Turnpike,Burglary,Medium,No Arrest,0,2,Wednesday,Night,1
C1785,2024-06-27,09:14,Tulsa,Garcia Summit,Fraud,Medium,Arrest Made,1,9,Thursday,Morning,0
C1786,2024-06-23,14:35,San Antonio,Washington Hill,Drug Offense,Medium,Arrest Made,1,14,Sunday,Afternoon,1
C1787,2025-03-14,22:06,Little Rock,Cristian Views,Vandalism,Low,Arrest Made,2,22,Friday,Night,0
C1788,2025-02-17,22:55,San Antonio,Angel Center,Burglary,Medium,Arrest Made,2,22,Monday,Night,1
C1789,2024-07-19,02:03,Kansas City,Phelps Isle,Vandalism,Low,No Arrest,0,2,Friday,Night,0
C1790,2025-02-14,03:54,San Antonio,Patricia Ports,Fraud,Medium,No Arrest,0,3,Friday,Night,1
C1791,2024-09-02,16:45,San Antonio,Courtney Crossing,Fraud,Medium,Arrest Made,1,16,Monday,Afternoon,1
C1792,2024-05-27,23:55,Little Rock,Murray Ferry,Drug Offense,Medium,No Arrest,0,23,Monday,Night,0
C1793,2024-02-17,23:27,Oklahoma City,Thomas Roads,Fraud,Medium,Arrest Made,2,23,Saturday,Night,1
C1794,2024-07-06,00:51,Dallas,Harrison Street,Vandalism,Low,No Arrest,0,0,Saturday,Night,1
C1795,2024-06-14,08:48,Houston,Roger Valley,Vandalism,Low,No Arrest,0,8,Friday,Morning,1
C1796,2024-02-24,08:04,Oklahoma City,Joshua Stravenue,Assault,Medium,No Arrest,0,8,Saturday,Morning,1
C1797,2023-12-30,12:39,Little Rock,Mark Harbors,Theft,Low,Arrest Made,1,12,Saturday,Afternoon,0
C1798,2025-01-28,09:58,San Antonio,Jennifer Walks,Drug Offense,Medium,No Arrest,0,9,Tuesday,Morning,1
C1799,2025-01-28,01:11,Austin,Roberts Ferry,Homicide,High,Arrest Made,1,1,Tuesday,Night,1
C1800,2024-11-07,16:16,Kansas City,Ellen Run,Robbery,High,No Arrest,0,16,Thursday,Afternoon,0
C1801,2025-03-04,06:31,Little Rock,Jose Mission,Homicide,High,Arrest Made,1,6,Tuesday,Morning,0
C1802,2023-10-05,21:22,Dallas,Sanders Hill,Theft,Low,Arrest Made,1,21,Thursday,Night,1
C1803,2024-02-16,18:55,Houston,Martinez Way,Theft,Low,Arrest Made,1,18,Friday,Evening,1
C1804,2023-08-01,09:42,Oklahoma City,Knight Haven,Theft,Low,Arrest Made,2,9,Tuesday,Morning,1
C1805,2024-09-09,20:23,Dallas,Baldwin Mill,Homicide,High,Arrest Made,1,20,Monday,Evening,1
C1806,2023-12-25,05:05,Tulsa,Fowler Grove,Vandalism,Low,No Arrest,0,5,Monday,Morning,0
C1807,2025-02-22,19:31,Austin,Johnson Crest,Vandalism,Low,Arrest Made,1,19,Saturday,Evening,1
C1808,2025-01-01,04:12,Tulsa,Harris Skyway,Homicide,High,Arrest Made,1,4,Wednesday,Night,0
C1809,2025-05-01,12:14,Dallas,Jill Hills,Drug Offense,Medium,No Arrest,0,12,Thursday,Afternoon,1
C1810,2025-02-19,21:28,Houston,James Square,Homicide,High,Arrest Made,1,21,Wednesday,Night,1
C1811,2025-02-09,17:45,Tulsa,Stephanie Points,Assault,Medium,No Arrest,0,17,Sunday,Evening,0
C1812,2024-04-11,08:17,Austin,Jennifer Station,Assault,Medium,No Arrest,0,8,Thursday,Morning,1
C1813,2024-10-21,08:57,Austin,Connie Harbor,Vandalism,Low,Arrest Made,2,8,Monday,Morning,1
C1814,2023-08-24,23:09,Austin,Mejia Roads,Robbery,High,No Arrest,0,23,Thursday,Night,1
C1815,2024-09-19,19:47,San Antonio,Hammond Brooks,Theft,Low,Arrest Made,1,19,Thursday,Evening,1
C1816,2023-09-23,19:04,Tulsa,Singleton Bypass,Robbery,High,Arrest Made,2,19,Saturday,Evening,0
C1817,2024-06-09,05:49,Little Rock,Danny Road,Robbery,High,Arrest Made,2,5,Sunday,Morning,0
C1818,2023-11-29,11:16,Tulsa,Burgess Corner,Homicide,High,Arrest Made,1,11,Wednesday,Morning,0
C1819,2025-06-05,15:04,Little Rock,Walsh Coves,Drug Offense,Medium,No Arrest,0,15,Thursday,Afternoon,0
C1820,2024-06-21,23:53,Dallas,David Manor,Assault,Medium,Arrest Made,2,23,Friday,Night,1
C1821,2024-08-15,10:33,Tulsa,Thomas Drive,Assault,Medium,Arrest Made,1,10,Thursday,Morning,0
C1822,2024-03-08,06:50,Austin,Scott Cape,Robbery,High,No Arrest,0,6,Friday,Morning,1
C1823,2024-04-13,19:56,Little Rock,Michael Road,Fraud,Medium,Arrest Made,2,19,Saturday,Evening,0
C1824,2023-11-20,12:23,Tulsa,Hopkins Pass,Assault,Medium,No Arrest,0,12,Monday,Afternoon,0
C1825,2025-02-03,18:58,Kansas City,Robert Path,Fraud,Medium,Arrest Made,1,18,Monday,Evening,0
C1826,2024-05-12,12:11,San Antonio,Janet Squares,Vandalism,Low,Arrest Made,2,12,Sunday,Afternoon,1
C1827,2024-11-27,02:19,Houston,Robert Corner,Assault,Medium,Arrest Made,2,2,Wednesday,Night,1
C1828,2023-12-19,00:51,Kansas City,Miranda Corners,Assault,Medium,Arrest Made,1,0,Tuesday,Night,0
C1829,2023-12-08,07:37,Dallas,Jerry Stream,Theft,Low,No Arrest,0,7,Friday,Morning,1
C1830,2024-04-19,20:01,Oklahoma City,Jason Keys,Robbery,High,Arrest Made,2,20,Friday,Evening,1
C1831,2023-12-05,20:19,Austin,Navarro Spurs,Fraud,Medium,No Arrest,0,20,Tuesday,Evening,1
C1832,2023-07-05,14:01,San Antonio,Garcia Springs,Homicide,High,Arrest Made,1,14,Wednesday,Afternoon,1
C1833,2024-02-11,05:11,Houston,Jonathan Fields,Homicide,High,Arrest Made,1,5,Sunday,Morning,1
C1834,2023-06-25,13:48,Oklahoma City,Graham Fall,Homicide,High,Arrest Made,1,13,Sunday,Afternoon,1
C1835,2023-11-28,21:14,San Antonio,Thornton Ford,Assault,Medium,Arrest Made,2,21,Tuesday,Night,1
C1836,2023-08-28,11:49,San Antonio,Hall Summit,Robbery,High,Arrest Made,2,11,Monday,Morning,1
C1837,2025-02-12,07:37,Dallas,Valerie Shoal,Fraud,Medium,Arrest Made,1,7,Wednesday,Morning,1
C1838,2024-12-18,03:37,Tulsa,Matthews Squares,Robbery,High,Arrest Made,2,3,Wednesday,Night,0
C1839,2025-04-04,19:49,Austin,Ryan Stravenue,Robbery,High,No Arrest,0,19,Friday,Evening,1
C1840,2024-07-29,23:11,San Antonio,Zamora Junction,Vandalism,Low,Arrest Made,1,23,Monday,Night,1
C1841,2023-08-12,19:52,Houston,Reid Points,Vandalism,Low,Arrest Made,2,19,Saturday,Evening,1
C1842,2023-08-15,18:57,Kansas City,Tyler Place,Theft,Low,Arrest Made,2,18,Tuesday,Evening,0
C1843,2024-03-04,12:05,Little Rock,Howe Ports,Theft,Low,No Arrest,0,12,Monday,Afternoon,0
C1844,2024-07-10,22:23,Austin,Carlson Summit,Vandalism,Low,Arrest Made,1,22,Wednesday,Night,1
C1845,2023-07-17,16:55,Houston,Veronica Highway,Theft,Low,No Arrest,0,16,Monday,Afternoon,1
C1846,2024-12-15,14:13,Austin,Roger Trail,Burglary,Medium,Arrest Made,2,14,Sunday,Afternoon,1
C1847,2025-03-17,07:20,San Antonio,Brianna Crossroad,Drug Offense,Medium,Arrest Made,2,7,Monday,Morning,1
C1848,2024-01-26,03:56,Houston,Mercer Mall,Theft,Low,Arrest Made,1,3,Friday,Night,1
C1849,2024-06-05,20:40,Oklahoma City,Moreno Common,Vandalism,Low,No Arrest,0,20,Wednesday,Evening,1
C1850,2024-11-06,11:40,Tulsa,Veronica Squares,Homicide,High,Arrest Made,1,11,Wednesday,Morning,0
C1851,2024-07-09,19:39,San Antonio,Tammy Park,Theft,Low,Arrest Made,2,19,Tuesday,Evening,1
C1852,2023-07-11,04:42,Little Rock,Garcia Orchard,Drug Offense,Medium,No Arrest,0,4,Tuesday,Night,0
C1853,2024-01-09,04:58,Houston,Steven Shoals,Fraud,Medium,Arrest Made,2,4,Tuesday,Night,1
C1854,2024-12-11,06:06,Kansas City,Kevin Light,Assault,Medium,No Arrest,0,6,Wednesday,Morning,0
C1855,2023-10-02,05:07,Houston,Matthew Lock,Homicide,High,Arrest Made,1,5,Monday,Morning,1
C1856,2024-10-04,01:44,Tulsa,Summers Dam,Robbery,High,Arrest Made,1,1,Friday,Night,0
C1857,2024-06-19,14:48,Tulsa,Cynthia Hollow,Theft,Low,No Arrest,0,14,Wednesday,Afternoon,0
C1858,2024-10-10,02:16,Oklahoma City,Harmon Fields,Burglary,Medium,Arrest Made,1,2,Thursday,Night,1
C1859,2024-10-05,03:53,San Antonio,Chambers Station,Assault,Medium,Arrest Made,2,3,Saturday,Night,1
C1860,2023-09-30,00:39,Dallas,Wright Plaza,Vandalism,Low,No Arrest,0,0,Saturday,Night,1
C1861,2024-08-27,14:42,Dallas,Mcdonald Fields,Homicide,High,Arrest Made,1,14,Tuesday,Afternoon,1
C1862,2024-04-03,23:49,Dallas,Ruth Harbor,Burglary,Medium,Arrest Made,2,23,Wednesday,Night,1
C1863,2025-06-05,20:54,Austin,Erin Manor,Theft,Low,No Arrest,0,20,Thursday,Evening,1
C1864,2025-03-01,00:17,Dallas,William Walk,Drug Offense,Medium,Arrest Made,2,0,Saturday,Night,1
C1865,2024-12-02,03:29,Tulsa,Christopher Skyway,Robbery,High,Arrest Made,2,3,Monday,Night,0
C1866,2023-09-17,00:11,Dallas,Cox Freeway,Homicide,High,Arrest Made,1,0,Sunday,Night,1
C1867,2023-11-08,07:36,Austin,Moon Rest,Drug Offense,Medium,No Arrest,0,7,Wednesday,Morning,1
C1868,2023-09-03,09:14,Tulsa,Allen Way,Homicide,High,Arrest Made,1,9,Sunday,Morning,0
C1869,2024-01-16,16:50,Tulsa,Haynes Harbor,Robbery,High,No Arrest,0,16,Tuesday,Afternoon,0
C1870,2024-07-10,10:24,Kansas City,Ray Highway,Robbery,High,No Arrest,0,10,Wednesday,Morning,0
C1871,2024-12-19,18:40,Dallas,Peter Pine,Vandalism,Low,No Arrest,0,18,Thursday,Evening,1
C1872,2023-11-25,21:28,Little Rock,Steve Hollow,Robbery,High,No Arrest,0,21,Saturday,Night,0
C1873,2024-06-10,06:12,Little Rock,Amber Forges,Fraud,Medium,Arrest Made,1,6,Monday,Morning,0
C1874,2025-01-27,09:53,San Antonio,Emily Corners,Theft,Low,No Arrest,0,9,Monday,Morning,1
C1875,2025-05-26,21:48,Kansas City,Pennington Gardens,Drug Offense,Medium,Arrest Made,1,21,Monday,Night,0
C1876,2024-11-08,17:18,Oklahoma City,Mills Locks,Assault,Medium,Arrest Made,2,17,Friday,Evening,1
C1877,2025-06-10,04:16,Little Rock,Allen Port,Theft,Low,No Arrest,0,4,Tuesday,Night,0
C1878,2024-10-05,09:57,Houston,Zimmerman Curve,Assault,Medium,Arrest Made,2,9,Saturday,Morning,1
C1879,2024-09-25,22:20,Kansas City,Gray Centers,Robbery,High,Arrest Made,1,22,Wednesday,Night,0
C1880,2025-04-22,17:04,Oklahoma City,Troy Plain,Drug Offense,Medium,No Arrest,0,17,Tuesday,Evening,1
C1881,2025-02-07,03:07,San Antonio,Brown Mill,Fraud,Medium,Arrest Made,1,3,Friday,Night,1
C1882,2024-03-04,05:07,Oklahoma City,Stephanie Point,Assault,Medium,Arrest Made,1,5,Monday,Morning,1
C1883,2024-09-30,01:01,San Antonio,Burch Burg,Drug Offense,Medium,Arrest Made,2,1,Monday,Night,1
C1884,2024-11-29,14:55,San Antonio,Church Station,Theft,Low,Arrest Made,1,14,Friday,Afternoon,1
C1885,2025-01-20,22:06,San Antonio,Melanie Ferry,Drug Offense,Medium,Arrest Made,2,22,Monday,Night,1
C1886,2023-12-24,06:18,Little Rock,Ryan Road,Theft,Low,Arrest Made,1,6,Sunday,Morning,0
C1887,2025-05-01,09:45,Oklahoma City,Robinson Coves,Assault,Medium,Arrest Made,2,9,Thursday,Morning,1
C1888,2024-04-02,15:12,Oklahoma City,Emma Radial,Theft,Low,No Arrest,0,15,Tuesday,Afternoon,1
C1889,2024-11-28,15:32,San Antonio,Chad Cliffs,Vandalism,Low,Arrest Made,2,15,Thursday,Afternoon,1
C1890,2023-08-29,21:15,Houston,Gomez Meadow,Assault,Medium,No Arrest,0,21,Tuesday,Night,1
C1891,2025-02-06,09:08,Houston,Wade Field,Theft,Low,Arrest Made,1,9,Thursday,Morning,1
C1892,2024-11-23,00:55,Austin,Smith Well,Theft,Low,Arrest Made,2,0,Saturday,Night,1
C1893,2023-08-30,09:26,San Antonio,Sean Rest,Homicide,High,Arrest Made,1,9,Wednesday,Morning,1
C1894,2025-03-08,04:46,Dallas,Chambers Islands,Burglary,Medium,Arrest Made,1,4,Saturday,Night,1
C1895,2025-05-18,10:09,Oklahoma City,Wells Grove,Assault,Medium,No Arrest,0,10,Sunday,Morning,1
C1896,2024-03-26,16:33,Little Rock,Hampton Parks,Fraud,Medium,Arrest Made,2,16,Tuesday,Afternoon,0
C1897,2025-03-03,04:53,Dallas,Jeffrey Estates,Theft,Low,Arrest Made,1,4,Monday,Night,1
C1898,2024-09-29,17:46,Dallas,Martinez Shoals,Assault,Medium,Arrest Made,1,17,Sunday,Evening,1
C1899,2023-11-12,14:55,Little Rock,Craig Drives,Drug Offense,Medium,Arrest Made,1,14,Sunday,Afternoon,0
C1900,2024-09-30,03:46,San Antonio,Cummings Villages,Burglary,Medium,Arrest Made,1,3,Monday,Night,1
C1901,2025-03-17,22:02,Oklahoma City,Cole Stravenue,Robbery,High,Arrest Made,1,22,Monday,Night,1
C1902,2024-05-25,12:31,Houston,Jeremy Unions,Fraud,Medium,Arrest Made,1,12,Saturday,Afternoon,1
C1903,2023-09-07,22:15,San Antonio,Todd Islands,Drug Offense,Medium,No Arrest,0,22,Thursday,Night,1
C1904,2025-05-11,17:54,Austin,Burns Oval,Fraud,Medium,Arrest Made,2,17,Sunday,Evening,1
C1905,2024-10-17,14:20,San Antonio,Linda Center,Theft,Low,Arrest Made,2,14,Thursday,Afternoon,1
C1906,2023-09-10,18:28,San Antonio,Desiree Turnpike,Vandalism,Low,Arrest Made,1,18,Sunday,Evening,1
C1907,2025-01-02,16:51,Oklahoma City,Black Greens,Fraud,Medium,Arrest Made,1,16,Thursday,Afternoon,1
C1908,2024-03-15,03:13,Dallas,Ashley Village,Robbery,High,No Arrest,0,3,Friday,Night,1
C1909,2023-08-22,07:23,Dallas,Pierce Underpass,Robbery,High,Arrest Made,2,7,Tuesday,Morning,1
C1910,2024-04-30,01:40,Houston,Johnson Heights,Theft,Low,Arrest Made,2,1,Tuesday,Night,1
C1911,2025-01-09,14:19,Kansas City,Williams Mountain,Burglary,Medium,Arrest Made,2,14,Thursday,Afternoon,0
C1912,2023-09-12,20:02,Kansas City,Ernest Glen,Robbery,High,Arrest Made,1,20,Tuesday,Evening,0
C1913,2024-09-13,10:20,San Antonio,Mitchell Mission,Vandalism,Low,No Arrest,0,10,Friday,Morning,1
C1914,2025-05-14,21:35,Austin,Joshua Points,Theft,Low,Arrest Made,1,21,Wednesday,Night,1
C1915,2024-01-12,17:19,Tulsa,Mark Roads,Vandalism,Low,Arrest Made,1,17,Friday,Evening,0
C1916,2023-08-27,17:48,Houston,Banks Ways,Assault,Medium,No Arrest,0,17,Sunday,Evening,1
C1917,2024-09-01,05:59,Oklahoma City,Adams Mission,Burglary,Medium,No Arrest,0,5,Sunday,Morning,1
C1918,2023-10-08,12:54,San Antonio,Martin Extension,Robbery,High,Arrest Made,1,12,Sunday,Afternoon,1
C1919,2023-12-16,11:16,Oklahoma City,Paul Drive,Assault,Medium,No Arrest,0,11,Saturday,Morning,1
C1920,2025-01-26,07:29,Austin,Daniel Freeway,Theft,Low,Arrest Made,1,7,Sunday,Morning,1
C1921,2024-11-16,06:01,Houston,Cindy Land,Assault,Medium,No Arrest,0,6,Saturday,Morning,1
C1922,2023-07-15,17:17,Austin,Lynch Cliff,Drug Offense,Medium,Arrest Made,1,17,Saturday,Evening,1
C1923,2025-04-19,21:19,Oklahoma City,Anderson Parks,Fraud,Medium,Arrest Made,1,21,Saturday,Night,1
C1924,2024-06-26,02:39,Dallas,Rojas Road,Burglary,Medium,Arrest Made,2,2,Wednesday,Night,1
C1925,2024-01-19,06:15,Tulsa,Rivera Spring,Assault,Medium,Arrest Made,2,6,Friday,Morning,0
C1926,2024-02-17,01:04,Kansas City,Joshua Isle,Fraud,Medium,Arrest Made,2,1,Saturday,Night,0
C1927,2024-06-14,16:50,Dallas,Mark Square,Assault,Medium,Arrest Made,1,16,Friday,Afternoon,1
C1928,2024-06-02,16:17,Little Rock,White Ways,Drug Offense,Medium,No Arrest,0,16,Sunday,Afternoon,0
C1929,2024-07-01,21:32,Oklahoma City,Howell Motorway,Vandalism,Low,No Arrest,0,21,Monday,Night,1
C1930,2023-11-02,07:47,Dallas,Daniel Island,Vandalism,Low,No Arrest,0,7,Thursday,Morning,1
C1931,2024-05-22,02:55,Tulsa,Ashley Field,Vandalism,Low,Arrest Made,2,2,Wednesday,Night,0
C1932,2024-06-04,11:36,Little Rock,Karen Dam,Fraud,Medium,Arrest Made,1,11,Tuesday,Morning,0
C1933,2024-06-02,14:13,Little Rock,Rowland Inlet,Drug Offense,Medium,Arrest Made,1,14,Sunday,Afternoon,0
C1934,2024-06-02,11:03,Austin,Mathews Cape,Burglary,Medium,No Arrest,0,11,Sunday,Morning,1
C1935,2025-03-27,02:13,Oklahoma City,Mike Rest,Fraud,Medium,No Arrest,0,2,Thursday,Night,1
C1936,2024-03-12,04:16,Austin,Sexton Estates,Burglary,Medium,No Arrest,0,4,Tuesday,Night,1
C1937,2023-12-05,22:33,Oklahoma City,Kelly Spurs,Theft,Low,No Arrest,0,22,Tuesday,Night,1
C1938,2023-12-01,04:55,Dallas,Richard Streets,Vandalism,Low,No Arrest,0,4,Friday,Night,1
C1939,2025-06-04,08:23,Kansas City,Lambert Courts,Theft,Low,Arrest Made,1,8,Wednesday,Morning,0
C1940,2024-05-18,22:30,Dallas,Carolyn Hill,Homicide,High,Arrest Made,1,22,Saturday,Night,1
C1941,2025-05-29,12:55,Oklahoma City,Heidi Viaduct,Fraud,Medium,Arrest Made,1,12,Thursday,Afternoon,1
C1942,2024-02-29,15:53,Kansas City,Serrano Trail,Vandalism,Low,Arrest Made,2,15,Thursday,Afternoon,0
C1943,2024-07-18,04:00,Austin,Grant Lodge,Fraud,Medium,No Arrest,0,4,Thursday,Night,1
C1944,2025-05-25,18:38,Tulsa,Schroeder Turnpike,Drug Offense,Medium,Arrest Made,1,18,Sunday,Evening,0
C1945,2023-08-24,11:41,Dallas,Rhonda Well,Burglary,Medium,No Arrest,0,11,Thursday,Morning,1
C1946,2023-09-20,08:03,San Antonio,Bradley Stream,Homicide,High,Arrest Made,1,8,Wednesday,Morning,1
C1947,2024-03-24,01:44,Little Rock,Laura Lakes,Robbery,High,No Arrest,0,1,Sunday,Night,0
C1948,2024-07-02,05:37,Little Rock,Hopkins Ferry,Homicide,High,Arrest Made,1,5,Tuesday,Morning,0
C1949,2023-09-11,11:49,Oklahoma City,Pope Mountains,Burglary,Medium,No Arrest,0,11,Monday,Morning,1
